date,cyclists,April,August,December,February,January,July,June,March,May,November,October,September,Weekday,Weekend,trend,mean_temp,percip(mm),Holiday,rain_binary,forecast_rain,forecast_temp,forecast_percip
2021-09-12,2411,0,0,0,0,0,0,0,0,0,0,0,1,0,1,986,11.9,0,0,0,0,0,0
2021-09-13,2676,0,0,0,0,0,0,0,0,0,0,0,1,1,0,987,10.8,3,0,1,0,0,0
2021-09-14,1577,0,0,0,0,0,0,0,0,0,0,0,1,1,0,988,10.9,0,0,0,0,0,0
2021-09-15,2868,0,0,0,0,0,0,0,0,0,0,0,1,1,0,989,11.5,0,0,0,0,0,0
2021-09-16,2963,0,0,0,0,0,0,0,0,0,0,0,1,1,0,990,8.7,25.4,0,1,0,0,0
2021-09-17,804,0,0,0,0,0,0,0,0,0,0,0,1,1,0,991,10.3,10.9,0,1,0,0,0
2021-09-18,1802,0,0,0,0,0,0,0,0,0,0,0,1,0,1,992,12.1,3.6,0,1,0,0,0
2021-09-19,1298,0,0,0,0,0,0,0,0,0,0,0,1,0,1,993,11.2,0,0,0,0,0,0
2021-09-20,2334,0,0,0,0,0,0,0,0,0,0,0,1,1,0,994,11,0,0,0,0,0,0
2021-09-21,2883,0,0,0,0,0,0,0,0,0,0,0,1,1,0,995,10.1,0.4,0,1,0,0,0
2021-09-22,2152,0,0,0,0,0,0,0,0,0,0,0,1,1,0,996,11.3,0,0,0,0,0,0
2021-09-23,2753,0,0,0,0,0,0,0,0,0,0,0,1,1,0,997,11,0,0,0,0,0,0
2021-09-24,2798,0,0,0,0,0,0,0,0,0,0,0,1,1,0,998,10.3,0,0,0,0,0,0
2021-09-25,2724,0,0,0,0,0,0,0,0,0,0,0,1,0,1,999,10.8,21.4,0,1,0,0,0
2021-09-26,494,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1000,11.7,1.8,0,1,0,0,0
2021-09-27,1672,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1001,11.2,3.7,0,1,0,0,0
2021-09-28,2200,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1002,10.8,3.9,0,1,0,0,0
2021-09-29,1324,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1003,10.7,9.3,0,1,0,0,0
2021-09-30,1311,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1004,11.3,0.2,0,1,0,0,0
2021-10-01,2506,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1005,7.6,0,0,0,0,0,0
2021-10-02,1982,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1006,9.5,0.2,0,1,0,0,0
2021-10-03,2140,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1007,9.7,0.2,0,1,0,0,0
2021-10-04,2581,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1008,6.7,0.7,0,1,0,0,0
2021-10-05,1621,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1009,8.1,0.6,0,1,0,0,0
2021-10-06,2076,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1010,7.5,0.2,0,1,0,0,0
2021-10-07,2380,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1011,5.6,0,0,0,0,0,0
2021-10-08,2112,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1012,7.1,4,0,1,0,0,0
2021-10-09,955,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1013,5.8,1.6,0,1,0,0,0
2021-10-10,1392,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1014,7.7,0.2,0,1,0,0,0
2021-10-11,1562,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1015,3.9,0.6,1,1,0,0,0
2021-10-12,1315,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1016,3.1,2,0,1,0,0,0
2021-10-13,2182,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1017,7,3.5,0,1,0,0,0
2021-10-14,1388,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1018,8.5,6.5,0,1,0,0,0
2021-10-15,1046,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1019,9.9,1.6,0,1,0,0,0
2021-10-16,1309,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1020,11.1,3.3,0,1,0,0,0
2021-10-17,688,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1021,10,0.2,0,1,0,0,0
2021-10-18,2212,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1022,6.1,0,0,0,0,0,0
2021-10-19,2052,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1023,7,1.4,0,1,0,0,0
2021-10-20,1599,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1024,9.9,1.8,0,1,0,0,0
2021-10-21,1606,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1025,11,2.7,0,1,0,0,0
2021-10-22,1336,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1026,10.1,0.2,0,1,0,0,0
2021-10-23,1524,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1027,9.7,1,0,1,0,0,0
2021-10-24,636,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1028,10.4,8.3,0,1,0,0,0
2021-10-25,797,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1029,10.1,1.6,0,1,0,0,0
2021-10-26,1509,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1030,8.9,1.1,0,1,0,0,0
2021-10-27,1795,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1031,9.3,53.7,0,1,0,0,0
2021-10-28,716,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1032,8.4,0.2,0,1,0,0,0
2021-10-29,1843,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1033,6,0,0,0,0,0,0
2021-10-30,1887,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1034,6.1,0,0,0,0,0,0
2021-10-31,1656,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1035,6.9,3,0,1,0,0,0
2021-11-01,1338,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1036,7.1,7.6,0,1,0,0,0
2021-11-02,1318,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1037,6.2,6,0,1,0,0,0
2021-11-03,1433,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1038,10.6,7,0,1,0,0,0
2021-11-04,1215,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1039,10.4,1.5,0,1,0,0,0
2021-11-05,1497,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1040,6.7,1.9,0,1,0,0,0
2021-11-06,968,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1041,6.2,4.4,0,1,0,0,0
2021-11-07,694,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1042,4.9,0,0,0,0,0,0
2021-11-08,1625,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1043,6.5,7,0,1,0,0,0
2021-11-09,1019,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1044,6.5,4.1,0,1,0,0,0
2021-11-10,1810,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1045,6.4,16.9,0,1,0,0,0
2021-11-11,577,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1046,7,4.2,1,1,0,0,0
2021-11-12,1151,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1047,9.5,20.3,0,1,0,0,0
2021-11-13,668,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1048,7.3,32.7,0,1,0,0,0
2021-11-14,500,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1049,8.4,67,0,1,0,0,0
2021-11-15,564,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1050,6.6,0,0,0,0,0,0
2021-11-16,2069,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1051,3.8,0.2,0,1,0,0,0
2021-11-17,1723,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1052,1.5,13.5,0,1,0,0,0
2021-11-18,1171,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1053,3.8,0.7,0,1,0,0,0
2021-11-19,1830,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1054,3.5,0,0,0,0,0,0
2021-11-20,1548,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1055,1.8,0,0,0,0,0,0
2021-11-21,1506,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1056,3.7,0,0,0,0,0,0
2021-11-22,1229,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1057,3,3.5,0,1,0,0,0
2021-11-23,2080,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1058,7.1,0,0,0,0,0,0
2021-11-24,1593,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1059,2.8,34.7,0,1,0,0,0
2021-11-25,776,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1060,6.6,2,0,1,0,0,0
2021-11-26,1919,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1061,8.1,21.1,0,1,0,0,0
2021-11-27,339,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1062,7.5,18.5,0,1,0,0,0
2021-11-28,424,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1063,10.3,0.8,0,1,0,0,0
2021-11-29,1520,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1064,9.2,7.8,0,1,0,0,0
2021-11-30,964,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1065,9.1,0.7,0,1,0,0,0
2021-12-01,1557,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1066,10.2,,0,0,0,0,0
2021-12-02,1907,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1067,2.9,0,0,0,0,0,0
2021-12-03,1462,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1068,2,3.2,0,1,0,0,0
2021-12-04,648,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1069,1.8,0,0,0,0,0,0
2021-12-05,717,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1070,-1.2,13,0,1,0,0,0
2021-12-06,697,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1071,1.4,0.4,0,1,0,0,0
2021-12-07,1276,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1072,3.8,1.3,0,1,0,0,0
2021-12-08,1684,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1073,4.7,0.9,0,1,0,0,0
2021-12-09,1373,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1074,3.5,3.6,0,1,0,0,0
2021-12-10,880,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1075,1.5,35.6,0,1,0,0,0
2021-12-11,531,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1076,5.2,5.8,0,1,0,0,0
2021-12-12,509,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1077,2,1.3,0,1,0,0,0
2021-12-13,1114,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1078,3.3,0.3,0,1,0,0,0
2021-12-14,1233,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1079,0.7,0,0,0,0,0,0
2021-12-15,989,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1080,4.4,0.3,0,1,0,0,0
2021-12-16,1319,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1081,3.4,7.8,0,1,0,0,0
2021-12-17,862,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1082,1.6,38,0,1,0,0,0
2021-12-18,293,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1083,4.5,0,0,0,0,0,0
2021-12-19,972,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1084,2.2,0,0,0,0,0,0
2021-12-20,980,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1085,1,0.4,0,1,0,0,0
2021-12-21,805,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1086,1,8.5,0,1,0,0,0
2021-12-22,731,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1087,2.6,1.1,0,1,0,0,0
2021-12-23,882,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1088,3.6,1.9,0,1,0,0,0
2021-12-24,661,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1089,0.8,1.4,0,1,0,0,0
2021-12-25,155,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1090,-2.5,0.5,1,1,0,0,0
2021-12-26,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1091,-7.5,3.5,0,1,0,0,0
2021-12-27,53,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1092,-8.4,1.5,0,1,0,0,0
2021-12-28,66,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1093,-5.2,1,0,1,0,0,0
2021-12-29,78,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1094,-3.2,4,0,1,0,0,0
2021-12-30,74,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1095,-2.1,0,0,0,0,0,0
2021-12-31,94,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1096,-5,0,0,0,0,0,0
2022-01-01,85,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1097,-1.1,3.7,1,1,0,0,0
2022-01-02,167,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1098,4.5,5.5,0,1,0,0,0
2022-01-03,316,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1099,3.7,1.6,0,1,0,0,0
2022-01-04,325,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1100,3.5,5.9,0,1,0,0,0
2022-01-05,294,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1101,1.6,33.9,0,1,0,0,0
2022-01-06,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1102,2.5,4.7,0,1,0,0,0
2022-01-07,161,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1103,5,0.2,0,1,0,0,0
2022-01-08,259,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1104,3.2,0,0,0,0,0,0
2022-01-09,836,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1105,5.4,0.2,0,1,0,0,0
2022-01-10,646,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1106,6.5,26.5,0,1,0,0,0
2022-01-11,618,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1107,8.3,14.7,0,1,0,0,0
2022-01-12,689,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1108,9.2,1.4,0,1,0,0,0
2022-01-13,967,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1109,8.5,0,0,0,0,0,0
2022-01-14,1153,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1110,7.7,0.7,0,1,0,0,0
2022-01-15,966,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1111,6.1,0.2,0,1,0,0,0
2022-01-16,880,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1112,5.9,3.9,0,1,0,0,0
2022-01-17,952,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1113,6.3,5.6,0,1,0,0,0
2022-01-18,1213,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1114,7.2,1.6,0,1,0,0,0
2022-01-19,1061,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1115,7.9,7.8,0,1,0,0,0
2022-01-20,1195,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1116,8.7,0,0,0,0,0,0
2022-01-21,1455,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1117,5.2,0,0,0,0,0,0
2022-01-22,1677,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1118,5.9,0,0,0,0,0,0
2022-01-23,1062,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1119,3.5,0,0,0,0,0,0
2022-01-24,1308,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1120,4.3,0,0,0,0,0,0
2022-01-25,1329,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1121,4.1,0,0,0,0,0,0
2022-01-26,1439,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1122,3.4,0,0,0,0,0,0
2022-01-27,1496,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1123,4.4,0,0,0,0,0,0
2022-01-28,1196,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1124,2.9,0.4,0,1,0,0,0
2022-01-29,1192,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1125,4.5,5.4,0,1,0,0,0
2022-01-30,415,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1126,6.3,2,0,1,0,0,0
2022-01-31,1507,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1127,5.6,0.2,0,1,0,0,0
2022-02-01,1332,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1128,2.8,3.8,0,1,0,0,0
2022-02-02,926,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1129,3.3,1.8,0,1,0,0,0
2022-02-03,1057,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1130,6.6,1.1,0,1,0,0,0
2022-02-04,1079,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1131,8.4,0,0,0,0,0,0
2022-02-05,1464,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1132,7.1,0,0,0,0,0,0
2022-02-06,1574,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1133,6.3,0.2,0,1,0,0,0
2022-02-07,1476,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1134,6.6,0.6,0,1,0,0,0
2022-02-08,1366,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1135,7.2,0.2,0,1,0,0,0
2022-02-09,1571,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1136,7.8,0.2,0,1,0,0,0
2022-02-10,1567,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1137,7.5,0.2,0,1,0,0,0
2022-02-11,1938,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1138,8.5,0,0,0,0,0,0
2022-02-12,2208,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1139,7.3,0,0,0,0,0,0
2022-02-13,1653,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1140,5.7,0.6,0,1,0,0,0
2022-02-14,1357,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1141,7.2,0.2,0,1,0,0,0
2022-02-15,1624,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1142,5.6,0,0,0,0,0,0
2022-02-16,1860,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1143,5.6,0,0,0,0,0,0
2022-02-17,1533,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1144,6.5,0,0,0,0,0,0
2022-02-18,1552,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1145,5.5,0,0,0,0,0,0
2022-02-19,971,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1146,6.3,0.4,0,1,0,0,0
2022-02-20,1482,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1147,6.3,3.4,0,1,0,0,0
2022-02-21,752,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1148,2.8,0,1,0,0,0,0
2022-02-22,672,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1149,-0.5,0,0,0,0,0,0
2022-02-23,1066,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1150,0.5,2.2,0,1,0,0,0
2022-02-24,962,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1151,1.9,0,0,0,0,0,0
2022-02-25,1350,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1152,1.9,0.5,0,1,0,0,0
2022-02-26,738,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1153,5.2,10.2,0,1,0,0,0
2022-02-27,1099,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1154,8.8,27.4,0,1,0,0,0
2022-02-28,766,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1155,9,2.1,0,1,0,0,0
2022-03-01,1677,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1156,8.5,0.2,0,1,0,0,0
2022-03-02,1541,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1157,8.9,0,0,0,0,0,0
2022-03-03,1768,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1158,8.2,0,0,0,0,0,0
2022-03-04,1928,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1159,6.7,0.2,0,1,0,0,0
2022-03-05,2481,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1160,5.9,0,0,0,0,0,0
2022-03-06,2225,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1161,6.3,0,0,0,0,0,0
2022-03-07,1793,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1162,5.9,1.2,0,1,0,0,0
2022-03-08,1735,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1163,7.8,0,0,0,0,0,0
2022-03-09,1942,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1164,4.5,0.7,0,1,0,0,0
2022-03-10,1780,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1165,2.9,2,0,1,0,0,0
2022-03-11,1528,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1166,5.8,0.7,0,1,0,0,0
2022-03-12,1025,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1167,6.3,0,0,0,0,0,0
2022-03-13,1611,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1168,9,10,0,1,0,0,0
2022-03-14,1228,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1169,8.5,4.3,0,1,0,0,0
2022-03-15,1594,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1170,8.2,0.3,0,1,0,0,0
2022-03-16,2208,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1171,8,18,0,1,0,0,0
2022-03-17,900,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1172,7.2,0,0,0,0,0,0
2022-03-18,1671,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1173,8.7,0.4,0,1,0,0,0
2022-03-19,1912,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1174,7.2,0.4,0,1,0,0,0
2022-03-20,782,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1175,6.7,4.6,0,1,0,0,0
2022-03-21,993,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1176,7.3,2.3,0,1,0,0,0
2022-03-22,1519,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1177,9.6,0.5,0,1,0,0,0
2022-03-23,1843,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1178,9.7,0,0,0,0,0,0
2022-03-24,2139,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1179,6.8,0,0,0,0,0,0
2022-03-25,1922,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1180,8.6,2.9,0,1,0,0,0
2022-03-26,1084,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1181,9.5,0.2,0,1,0,0,0
2022-03-27,1638,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1182,11,,0,0,0,0,0
2022-03-28,1263,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1183,9.2,0,0,0,0,0,0
2022-03-29,2368,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1184,8.5,0.3,0,1,0,0,0
2022-03-30,2130,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1185,8.7,0,0,0,0,0,0
2022-03-31,2251,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1186,8.5,0.5,0,1,0,0,0
2022-04-01,1515,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1187,7.8,0,0,0,0,0,0
2022-04-02,2168,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1188,8.9,4.4,0,1,0,0,0
2022-04-03,769,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1189,8.6,23.4,0,1,0,0,0
2022-04-04,1032,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1190,7,1.8,0,1,0,0,0
2022-04-05,1794,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1191,7.5,0,0,0,0,0,0
2022-04-06,2506,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1192,6.8,0,0,0,0,0,0
2022-04-07,2840,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1193,12.2,0,0,0,0,0,0
2022-04-08,1763,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1194,10.7,1.8,0,1,0,0,0
2022-04-09,1531,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1195,6.9,5.5,0,1,0,0,0
2022-04-10,757,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1196,4.7,0.2,0,1,0,0,0
2022-04-11,2160,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1197,7.2,9,0,1,0,0,0
2022-04-12,1174,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1198,4.6,0,0,0,0,0,0
2022-04-13,2197,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1199,6.1,0,0,0,0,0,0
2022-04-14,2228,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1200,6.8,0,0,0,0,0,0
2022-04-15,1937,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1201,5,0,1,0,0,0,0
2022-04-16,1407,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1202,6.3,0,0,0,0,0,0
2022-04-17,1817,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1203,8.1,0.4,0,1,0,0,0
2022-04-18,622,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1204,8.2,2.3,0,1,0,0,0
2022-04-19,2233,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1205,7.7,0.3,0,1,0,0,0
2022-04-20,1910,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1206,7.2,2.2,0,1,0,0,0
2022-04-21,1750,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1207,8.3,2,0,1,0,0,0
2022-04-22,2404,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1208,10.5,0,0,0,0,0,0
2022-04-23,2660,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1209,8,1.4,0,1,0,0,0
2022-04-24,1960,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1210,10.1,1,0,1,0,0,0
2022-04-25,2060,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1211,9.9,0,0,0,0,0,0
2022-04-26,2268,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1212,8.6,0,0,0,0,0,0
2022-04-27,2657,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1213,7.9,0,0,0,0,0,0
2022-04-28,2375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1214,7.9,0,0,0,0,0,0
2022-04-29,2293,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1215,10.6,5.2,0,1,0,0,0
2022-04-30,822,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1216,10.4,0.2,0,1,0,0,0
2022-05-01,2147,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1217,8.8,1.7,0,1,0,0,0
2022-05-02,1550,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1218,10.8,2.1,0,1,0,0,0
2022-05-03,2193,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1219,10,1,0,1,0,0,0
2022-05-04,2207,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1220,9.4,6.5,0,1,0,0,0
2022-05-05,1338,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1221,9,0.5,0,1,0,0,0
2022-05-06,1740,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1222,9.5,0,0,0,0,0,0
2022-05-07,1701,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1223,9,0.7,0,1,0,0,0
2022-05-08,1879,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1224,8.9,0,0,0,0,0,0
2022-05-09,2346,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1225,9.7,0,0,0,0,0,0
2022-05-10,2839,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1226,9.6,0,0,0,0,0,0
